review_id,review_date,rating,wait_time,taste,service,comment
R000942,2024-03-17,4.5,26,4.3,3.4,味道非常棒，服务态度也很好，下次还会再来！
R001006,2024-03-17,4.8,8,3.7,4.1,口味正宗，服务热情，是我喜欢的餐厅。
R001154,2024-03-17,2.8,23,2.1,3.4,味道中规中矩，服务态度一般般。
R000659,2024-03-18,3.7,25,3.4,3.4,整体感觉一般，可能不会特意再来。
R000941,2024-03-18,2.3,28,2.7,2.4,各方面都需要改进，目前水平太差。
R001180,2024-03-18,3.0,12,2.4,2.6,味道中规中矩，服务态度一般般。
R000136,2024-03-19,4.8,11,4.1,2.3,特别喜欢他们家的菜，每次来都很满意。
R000175,2024-03-19,3.8,27,2.9,4.0,菜品和服务都属于一般水平，不难吃也不惊艳。
R000663,2024-03-19,4.1,18,3.4,3.3,美食与服务兼具，值得推荐给大家！
R000748,2024-03-19,4.0,4,2.9,2.1,菜品和服务都还过得去，性价比一般。
R000806,2024-03-19,2.8,39,3.3,3.9,菜品和服务都属于一般水平，不难吃也不惊艳。
R001123,2024-03-19,4.4,15,4.0,3.1,强烈推荐这家餐厅，味道好，服务一流！
R000038,2024-03-20,2.1,10,2.2,2.3,非常失望的一次用餐，不会再来了。
R000313,2024-03-20,3.8,27,4.7,4.2,勉强及格吧，各方面都很普通。
R000402,2024-03-20,3.4,12,3.1,2.5,菜品和服务都还过得去，性价比一般。
R000459,2024-03-20,3.0,23,2.9,3.1,味道还可以，服务一般，整体中规中矩吧。
R001196,2024-03-20,4.0,26,3.2,3.9,今天点的菜都很好吃，服务员也很贴心。
R001407,2024-03-20,2.9,11,2.3,2.6,味道过得去，服务也还行，价格稍贵。
R000161,2024-03-21,2.9,25,2.4,3.8,普通的餐厅，没有太多特色。
R000328,2024-03-21,4.4,26,3.3,4.3,菜品色香味俱全，服务员态度超好。
R000383,2024-03-21,2.5,5,2.1,1.9,菜品和服务都还过得去，性价比一般。
R000973,2024-03-21,5.0,8,3.8,3.6,今天点的菜都很好吃，服务员也很贴心。
R000978,2024-03-21,1.9,26,2.6,2.2,整体体验很差，味道和服务都不行。
R001270,2024-03-21,4.8,13,4.4,3.0,特别喜欢他们家的菜，每次来都很满意。
R000033,2024-03-22,4.1,17,3.4,3.7,很满意的一次用餐体验，味道赞，服务棒。
R000138,2024-03-22,3.5,18,2.5,2.5,整体感觉一般，可能不会特意再来。
R000471,2024-03-22,3.6,19,3.0,4.2,菜品口味还行，服务态度马马虎虎。
R000636,2024-03-22,2.8,10,2.4,2.6,味道中规中矩，服务态度一般般。
R001111,2024-03-22,3.4,20,3.7,3.7,普通的一餐，没有特别惊喜的地方。
R000177,2024-03-23,3.6,24,2.5,3.8,味道过得去，服务也还行，价格稍贵。
R000426,2024-03-23,5.0,7,4.4,3.7,口味正宗，服务热情，是我喜欢的餐厅。
R001065,2024-03-23,4.1,7,2.5,3.2,今天点的菜都很好吃，服务员也很贴心。
R000076,2024-03-24,4.5,14,4.6,3.7,菜品色香味俱全，服务员态度超好。
R000091,2024-03-24,4.7,6,2.3,3.1,今天点的菜都很好吃，服务员也很贴心。
R000461,2024-03-24,4.9,14,4.7,3.8,慕名而来，果然名不虚传，味道和服务都很好。
R000764,2024-03-24,4.8,6,3.6,3.6,今天点的菜都很好吃，服务员也很贴心。
R000202,2024-03-25,4.0,18,3.7,2.8,整体感觉一般，可能不会特意再来。
R000301,2024-03-25,2.7,30,2.9,3.3,菜品口味还行，服务态度马马虎虎。
R000703,2024-03-25,2.6,20,2.3,3.2,普通的餐厅，没有太多特色。
R001011,2024-03-25,5.0,18,3.9,4.1,慕名而来，果然名不虚传，味道和服务都很好。
R001340,2024-03-25,4.6,13,3.1,3.1,今天点的菜都很好吃，服务员也很贴心。
R000294,2024-03-26,4.6,20,3.8,4.0,口味正宗，服务热情，是我喜欢的餐厅。
R000760,2024-03-26,4.6,16,3.6,4.9,强烈推荐这家餐厅，味道好，服务一流！
R001229,2024-03-26,5.0,9,3.9,3.9,今天用餐很愉快，菜品美味，服务周到。
R000575,2024-03-27,4.9,10,3.0,3.9,环境不错，菜品精致，服务员很有耐心。
R000088,2024-03-28,3.9,12,4.0,4.1,整体感觉一般，可能不会特意再来。
R001247,2024-03-28,4.0,16,3.3,3.2,味道过得去，服务也还行，价格稍贵。
R000975,2024-03-29,4.0,17,3.1,3.1,菜品和服务都还过得去，性价比一般。
R000553,2024-03-30,5.0,9,4.0,4.2,朋友推荐来的，果然没失望，味道和服务都满分！
R001046,2024-03-30,4.4,18,3.5,2.8,强烈推荐这家餐厅，味道好，服务一流！
R001248,2024-03-30,3.8,5,3.9,3.2,味道还可以，服务一般，整体中规中矩吧。
R001332,2024-03-30,5.0,7,3.3,3.9,很满意的一次用餐体验，味道赞，服务棒。
R001463,2024-03-30,3.7,10,3.5,3.3,普通的餐厅，没有太多特色。
R001474,2024-03-30,3.8,30,3.5,2.1,味道过得去，服务也还行，价格稍贵。
R000462,2024-03-31,3.6,17,4.2,2.8,整体感觉一般，可能不会特意再来。
R000614,2024-03-31,4.1,6,2.8,2.0,朋友推荐来的，果然没失望，味道和服务都满分！
R000808,2024-03-31,3.9,13,1.9,2.7,普通的一餐，没有特别惊喜的地方。
R000166,2024-04-01,4.2,14,2.6,3.5,今天点的菜都很好吃，服务员也很贴心。
R000465,2024-04-01,3.4,19,3.2,3.0,菜品口味还行，服务态度马马虎虎。
R000502,2024-04-01,4.7,13,3.6,3.7,味道非常棒，服务态度也很好，下次还会再来！
R000905,2024-04-01,3.5,28,4.1,3.0,整体感觉一般，可能不会特意再来。
R001052,2024-04-02,4.9,3,3.5,3.8,特别喜欢他们家的菜，每次来都很满意。
R001246,2024-04-02,3.0,12,1.7,3.0,整体感觉一般，可能不会特意再来。
R000280,2024-04-03,3.9,9,3.3,1.3,普通的餐厅，没有太多特色。
R000719,2024-04-03,3.6,31,2.9,2.9,菜品和服务都还过得去，性价比一般。
R000834,2024-04-03,3.5,12,2.1,3.7,勉强及格吧，各方面都很普通。
R000891,2024-04-04,5.0,3,4.0,3.4,强烈推荐这家餐厅，味道好，服务一流！
R000928,2024-04-04,4.0,14,3.6,3.6,美食与服务兼具，值得推荐给大家！
R000332,2024-04-05,2.8,16,1.9,2.3,普通的餐厅，没有太多特色。
R001089,2024-04-06,4.1,8,3.6,4.0,强烈推荐这家餐厅，味道好，服务一流！
R001165,2024-04-06,4.5,18,3.6,3.6,菜品色香味俱全，服务员态度超好。
R000255,2024-04-07,2.5,19,2.5,2.3,整体感觉一般，可能不会特意再来。
R000275,2024-04-07,3.3,9,2.2,1.5,勉强及格吧，各方面都很普通。
R000314,2024-04-07,4.6,22,3.1,3.3,菜品色香味俱全，服务员态度超好。
R000517,2024-04-07,5.0,12,3.1,2.4,慕名而来，果然名不虚传，味道和服务都很好。
R000847,2024-04-07,4.4,11,3.9,3.4,他们家的菜真的很合我口味，服务也到位。
R001137,2024-04-07,4.7,16,3.8,5.0,服务员很专业，菜品也很美味，点赞！
R001310,2024-04-07,4.3,10,3.2,3.5,美食与服务兼具，值得推荐给大家！
R001432,2024-04-07,4.4,11,2.5,3.3,环境不错，菜品精致，服务员很有耐心。
R000061,2024-04-08,3.7,14,3.1,2.5,菜品口味还行，服务态度马马虎虎。
R000274,2024-04-08,3.6,16,3.6,3.4,勉强及格吧，各方面都很普通。
R000486,2024-04-08,3.5,19,2.1,3.7,味道还可以，服务一般，整体中规中矩吧。
R000548,2024-04-08,3.6,14,3.8,3.3,普通的一餐，没有特别惊喜的地方。
R000886,2024-04-08,5.0,8,4.2,4.0,强烈推荐这家餐厅，味道好，服务一流！
R000892,2024-04-08,5.0,7,3.8,3.7,今天用餐很愉快，菜品美味，服务周到。
R000601,2024-04-09,4.1,18,3.2,4.4,今天用餐很愉快，菜品美味，服务周到。
R000901,2024-04-09,4.8,9,3.1,2.9,慕名而来，果然名不虚传，味道和服务都很好。
R000527,2024-04-10,2.0,29,2.2,2.0,非常失望的一次用餐，不会再来了。
R000023,2024-04-11,4.9,13,3.0,3.7,特别喜欢他们家的菜，每次来都很满意。
R000174,2024-04-11,4.2,7,3.8,2.9,今天点的菜都很好吃，服务员也很贴心。
R000589,2024-04-11,4.6,11,4.3,3.8,味道非常棒，服务态度也很好，下次还会再来！
R000774,2024-04-11,4.4,15,3.4,4.3,环境不错，菜品精致，服务员很有耐心。
R001000,2024-04-11,4.5,17,3.7,4.6,美食与服务兼具，值得推荐给大家！
R001282,2024-04-11,4.5,9,2.4,2.9,慕名而来，果然名不虚传，味道和服务都很好。
R000210,2024-04-12,5.0,7,4.1,4.0,菜品口味极佳，服务员很热情，整体体验很棒。
R000478,2024-04-12,3.7,22,2.3,3.6,味道中规中矩，服务态度一般般。
R000745,2024-04-12,3.6,27,3.0,4.2,整体感觉一般，可能不会特意再来。
R001333,2024-04-12,4.1,27,3.5,2.6,强烈推荐这家餐厅，味道好，服务一流！
R000354,2024-04-14,3.8,22,3.1,3.4,菜品和服务都属于一般水平，不难吃也不惊艳。
R000408,2024-04-14,4.4,5,3.2,2.6,今天用餐很愉快，菜品美味，服务周到。
R001097,2024-04-14,5.0,10,3.5,3.7,朋友推荐来的，果然没失望，味道和服务都满分！
R000674,2024-04-15,3.7,16,3.4,2.6,味道中规中矩，服务态度一般般。
R001447,2024-04-15,3.8,15,2.5,2.8,菜品和服务都还过得去，性价比一般。
R000967,2024-04-16,3.6,8,3.0,3.3,整体感觉一般，可能不会特意再来。
R001450,2024-04-16,4.4,3,4.0,2.5,特别喜欢他们家的菜，每次来都很满意。
R000079,2024-04-17,3.9,9,3.4,3.1,整体感觉一般，可能不会特意再来。
R000406,2024-04-17,4.8,18,2.3,4.3,服务员很专业，菜品也很美味，点赞！
R000450,2024-04-17,3.3,14,2.4,3.2,味道中规中矩，服务态度一般般。
R000562,2024-04-17,5.0,13,3.5,4.6,今天点的菜都很好吃，服务员也很贴心。
R000108,2024-04-18,3.4,27,3.6,3.8,勉强及格吧，各方面都很普通。
R000111,2024-04-18,2.9,12,1.5,2.5,味道还可以，服务一般，整体中规中矩吧。
R000207,2024-04-18,4.1,20,3.1,4.5,味道非常棒，服务态度也很好，下次还会再来！
R000724,2024-04-18,3.9,13,2.7,3.2,菜品和服务都属于一般水平，不难吃也不惊艳。
R000836,2024-04-18,3.7,19,3.1,3.2,整体感觉一般，可能不会特意再来。
R000969,2024-04-18,3.8,20,4.2,3.2,整体感觉一般，可能不会特意再来。
R001437,2024-04-18,3.8,10,3.6,4.0,普通的一餐，没有特别惊喜的地方。
R000246,2024-04-19,3.8,16,3.4,3.1,菜品口味还行，服务态度马马虎虎。
R000298,2024-04-19,4.2,8,2.9,2.4,慕名而来，果然名不虚传，味道和服务都很好。
R000374,2024-04-19,4.9,21,4.6,4.0,菜品色香味俱全，服务员态度超好。
R000572,2024-04-19,4.2,24,4.6,3.9,菜品色香味俱全，服务员态度超好。
R000665,2024-04-19,2.7,27,3.4,3.5,普通的一餐，没有特别惊喜的地方。
R000039,2024-04-20,3.6,5,2.0,2.6,味道中规中矩，服务态度一般般。
R000893,2024-04-20,5.0,3,3.4,4.0,菜品口味极佳，服务员很热情，整体体验很棒。
R001452,2024-04-20,4.9,21,3.7,4.0,今天用餐很愉快，菜品美味，服务周到。
R000017,2024-04-21,3.4,27,1.9,2.7,勉强及格吧，各方面都很普通。
R000316,2024-04-21,4.6,7,3.4,3.3,朋友推荐来的，果然没失望，味道和服务都满分！
R000755,2024-04-21,3.1,4,2.3,2.5,味道过得去，服务也还行，价格稍贵。
R001418,2024-04-21,3.7,20,2.4,2.4,菜品和服务都属于一般水平，不难吃也不惊艳。
R000028,2024-04-22,3.4,27,3.6,4.0,菜品和服务都还过得去，性价比一般。
R000098,2024-04-22,3.6,31,3.6,4.3,菜品和服务都还过得去，性价比一般。
R000129,2024-04-22,3.8,15,3.3,4.1,普通的一餐，没有特别惊喜的地方。
R000230,2024-04-22,3.8,29,3.6,3.7,菜品口味还行，服务态度马马虎虎。
R000613,2024-04-22,3.9,15,3.3,3.5,味道还可以，服务一般，整体中规中矩吧。
R000691,2024-04-22,4.3,3,3.3,2.8,菜品口味极佳，服务员很热情，整体体验很棒。
R000693,2024-04-22,2.4,31,3.2,3.2,各方面都需要改进，目前水平太差。
R001308,2024-04-22,4.7,8,3.6,3.2,强烈推荐这家餐厅，味道好，服务一流！
R000477,2024-04-23,4.5,23,4.0,4.5,今天用餐很愉快，菜品美味，服务周到。
R000863,2024-04-23,5.0,3,3.9,4.0,很满意的一次用餐体验，味道赞，服务棒。
R001379,2024-04-23,3.6,17,3.0,2.6,菜品和服务都还过得去，性价比一般。
R001490,2024-04-23,4.5,34,3.9,3.8,味道非常棒，服务态度也很好，下次还会再来！
R000006,2024-04-24,4.2,11,2.4,3.5,很满意的一次用餐体验，味道赞，服务棒。
R000483,2024-04-24,2.7,9,2.1,2.8,整体感觉一般，可能不会特意再来。
R000738,2024-04-24,5.0,7,3.7,4.6,口味正宗，服务热情，是我喜欢的餐厅。
R000222,2024-04-25,2.6,12,2.5,2.8,整体感觉一般，可能不会特意再来。
R000588,2024-04-25,3.3,13,2.3,3.3,普通的一餐，没有特别惊喜的地方。
R000953,2024-04-25,2.6,14,3.6,3.8,菜品和服务都还过得去，性价比一般。
R001004,2024-04-25,3.6,10,3.1,2.3,菜品和服务都还过得去，性价比一般。
R001118,2024-04-25,3.8,15,2.2,3.2,普通的餐厅，没有太多特色。
R001349,2024-04-25,2.8,10,2.0,2.2,味道中规中矩，服务态度一般般。
R000066,2024-04-26,5.0,12,4.1,3.7,很满意的一次用餐体验，味道赞，服务棒。
R000482,2024-04-26,3.1,3,1.4,3.5,普通的餐厅，没有太多特色。
R000903,2024-04-26,4.3,10,4.1,3.7,服务员很专业，菜品也很美味，点赞！
R001221,2024-04-26,2.8,30,1.3,2.6,味道中规中矩，服务态度一般般。
R000102,2024-04-27,3.3,25,3.4,3.8,勉强及格吧，各方面都很普通。
R000228,2024-04-27,3.0,21,3.2,2.6,菜品口味还行，服务态度马马虎虎。
R000236,2024-04-27,5.0,3,3.6,4.3,菜品口味极佳，服务员很热情，整体体验很棒。
R001037,2024-04-27,2.3,22,2.8,2.2,踩雷了，这家店的味道和服务都不行。
R001305,2024-04-27,4.6,14,2.8,4.4,口味正宗，服务热情，是我喜欢的餐厅。
R000660,2024-04-28,3.8,19,4.2,2.7,菜品和服务都属于一般水平，不难吃也不惊艳。
R000884,2024-04-28,4.8,14,3.3,4.9,菜品口味极佳，服务员很热情，整体体验很棒。
R000987,2024-04-28,4.7,11,4.2,4.1,服务员很专业，菜品也很美味，点赞！
R001258,2024-04-28,4.8,8,4.1,3.4,菜品口味极佳，服务员很热情，整体体验很棒。
R000018,2024-04-29,4.1,20,2.0,3.8,菜品色香味俱全，服务员态度超好。
R000069,2024-04-29,5.0,3,3.5,4.4,今天用餐很愉快，菜品美味，服务周到。
R000995,2024-04-29,3.4,4,1.6,3.2,味道中规中矩，服务态度一般般。
R001170,2024-04-29,4.5,20,3.3,4.6,很满意的一次用餐体验，味道赞，服务棒。
R001372,2024-04-29,4.9,18,3.6,4.1,强烈推荐这家餐厅，味道好，服务一流！
R001453,2024-04-29,3.8,18,3.9,3.1,菜品和服务都属于一般水平，不难吃也不惊艳。
R000337,2024-04-30,3.9,5,2.1,2.7,普通的一餐，没有特别惊喜的地方。
R000585,2024-04-30,4.8,10,3.3,4.1,很满意的一次用餐体验，味道赞，服务棒。
R000652,2024-04-30,4.3,28,4.1,3.4,慕名而来，果然名不虚传，味道和服务都很好。
R001217,2024-04-30,3.1,20,3.8,3.3,味道过得去，服务也还行，价格稍贵。
R001396,2024-04-30,2.4,45,2.6,4.1,菜品口味一般，没有想象中好吃。
R001421,2024-04-30,4.5,9,4.2,4.4,朋友推荐来的，果然没失望，味道和服务都满分！
R000242,2024-05-01,3.7,13,4.6,3.6,味道过得去，服务也还行，价格稍贵。
R000293,2024-05-01,3.8,13,3.5,3.0,普通的餐厅，没有太多特色。
R000460,2024-05-01,3.0,16,1.9,3.1,普通的餐厅，没有太多特色。
R001286,2024-05-01,2.7,12,2.6,3.1,普通的餐厅，没有太多特色。
R001470,2024-05-01,4.5,17,3.6,3.3,今天用餐很愉快，菜品美味，服务周到。
R000188,2024-05-02,4.3,16,3.6,2.8,环境不错，菜品精致，服务员很有耐心。
R000357,2024-05-02,4.2,26,3.2,3.9,慕名而来，果然名不虚传，味道和服务都很好。
R000646,2024-05-02,3.9,26,2.5,3.3,菜品和服务都属于一般水平，不难吃也不惊艳。
R000749,2024-05-02,3.4,13,3.6,3.6,菜品和服务都属于一般水平，不难吃也不惊艳。
R000974,2024-05-02,4.3,3,2.9,2.8,特别喜欢他们家的菜，每次来都很满意。
R001109,2024-05-02,2.5,22,2.8,3.6,整体感觉一般，可能不会特意再来。
R001167,2024-05-02,5.0,21,3.8,4.4,强烈推荐这家餐厅，味道好，服务一流！
R000190,2024-05-03,3.3,12,3.3,2.4,整体感觉一般，可能不会特意再来。
R000849,2024-05-03,4.0,20,2.8,1.9,特别喜欢他们家的菜，每次来都很满意。
R000853,2024-05-03,3.3,20,3.5,3.2,菜品和服务都还过得去，性价比一般。
R001254,2024-05-03,4.7,13,2.9,2.8,菜品色香味俱全，服务员态度超好。
R000252,2024-05-04,4.4,20,3.9,3.7,服务员很专业，菜品也很美味，点赞！
R000606,2024-05-04,4.0,28,3.5,4.1,味道还可以，服务一般，整体中规中矩吧。
R000779,2024-05-04,4.0,20,2.1,2.9,味道中规中矩，服务态度一般般。
R000824,2024-05-04,3.4,28,3.1,3.4,菜品和服务都属于一般水平，不难吃也不惊艳。
R000866,2024-05-04,3.5,27,2.6,2.3,普通的餐厅，没有太多特色。
R001132,2024-05-04,4.2,18,3.4,4.1,美食与服务兼具，值得推荐给大家！
R001444,2024-05-04,3.3,13,2.8,1.9,整体感觉一般，可能不会特意再来。
R000005,2024-05-05,3.8,13,3.3,3.2,普通的餐厅，没有太多特色。
R000090,2024-05-05,4.4,15,3.6,3.0,美食与服务兼具，值得推荐给大家！
R000380,2024-05-05,3.7,8,2.4,3.6,菜品和服务都还过得去，性价比一般。
R000593,2024-05-05,4.7,19,4.6,2.8,慕名而来，果然名不虚传，味道和服务都很好。
R000820,2024-05-05,5.0,6,3.2,4.2,今天点的菜都很好吃，服务员也很贴心。
R001241,2024-05-05,3.8,18,2.1,3.4,勉强及格吧，各方面都很普通。
R000120,2024-05-06,4.1,24,4.4,3.7,朋友推荐来的，果然没失望，味道和服务都满分！
R000221,2024-05-06,5.0,19,3.4,4.6,味道非常棒，服务态度也很好，下次还会再来！
R000341,2024-05-06,3.1,13,3.1,2.5,味道中规中矩，服务态度一般般。
R000640,2024-05-06,3.4,3,2.7,2.4,整体感觉一般，可能不会特意再来。
R000744,2024-05-06,4.1,3,3.3,3.8,菜品色香味俱全，服务员态度超好。
R000273,2024-05-07,5.0,10,4.3,4.3,口味正宗，服务热情，是我喜欢的餐厅。
R000283,2024-05-07,5.0,3,2.8,3.0,口味正宗，服务热情，是我喜欢的餐厅。
R000452,2024-05-07,4.7,25,3.1,4.6,慕名而来，果然名不虚传，味道和服务都很好。
R000469,2024-05-07,3.8,13,2.7,3.0,菜品口味还行，服务态度马马虎虎。
R000620,2024-05-07,4.2,13,3.8,4.0,今天点的菜都很好吃，服务员也很贴心。
R000946,2024-05-07,3.4,17,3.1,2.8,菜品和服务都还过得去，性价比一般。
R000148,2024-05-08,2.6,22,2.1,2.7,味道还可以，服务一般，整体中规中矩吧。
R000414,2024-05-08,4.9,19,3.5,4.1,慕名而来，果然名不虚传，味道和服务都很好。
R000883,2024-05-08,3.3,17,2.0,2.6,菜品和服务都还过得去，性价比一般。
R001034,2024-05-08,4.5,7,2.1,3.8,今天用餐很愉快，菜品美味，服务周到。
R001279,2024-05-08,4.2,14,3.3,3.5,强烈推荐这家餐厅，味道好，服务一流！
R001312,2024-05-08,4.7,9,2.8,4.7,菜品口味极佳，服务员很热情，整体体验很棒。
R001462,2024-05-08,3.2,10,3.4,4.1,普通的一餐，没有特别惊喜的地方。
R000731,2024-05-09,4.9,9,3.7,4.6,很满意的一次用餐体验，味道赞，服务棒。
R000930,2024-05-09,3.7,12,3.2,2.3,普通的餐厅，没有太多特色。
R001078,2024-05-09,4.0,22,2.0,3.3,菜品和服务都还过得去，性价比一般。
R000518,2024-05-10,3.7,3,2.9,4.2,普通的一餐，没有特别惊喜的地方。
R001261,2024-05-10,4.8,20,4.0,3.7,美食与服务兼具，值得推荐给大家！
R001263,2024-05-10,4.3,22,3.9,3.1,强烈推荐这家餐厅，味道好，服务一流！
R000758,2024-05-11,4.5,11,4.3,3.0,他们家的菜真的很合我口味，服务也到位。
R001341,2024-05-11,3.9,17,3.8,3.7,味道还可以，服务一般，整体中规中矩吧。
R000639,2024-05-12,3.2,5,2.4,2.4,味道中规中矩，服务态度一般般。
R000838,2024-05-12,2.7,15,2.8,2.4,勉强及格吧，各方面都很普通。
R000353,2024-05-13,4.7,5,3.9,4.1,特别喜欢他们家的菜，每次来都很满意。
R000501,2024-05-13,5.0,9,4.3,3.6,今天用餐很愉快，菜品美味，服务周到。
R000721,2024-05-13,4.5,12,3.9,4.6,服务员很专业，菜品也很美味，点赞！
R000123,2024-05-14,4.5,22,4.1,3.5,今天用餐很愉快，菜品美味，服务周到。
R000164,2024-05-14,3.1,10,2.4,2.7,味道过得去，服务也还行，价格稍贵。
R000425,2024-05-14,3.7,31,2.7,4.0,味道过得去，服务也还行，价格稍贵。
R001365,2024-05-14,5.0,18,3.6,3.6,菜品口味极佳，服务员很热情，整体体验很棒。
R000048,2024-05-15,5.0,17,3.6,3.9,很满意的一次用餐体验，味道赞，服务棒。
R000118,2024-05-15,3.1,8,2.2,1.1,菜品和服务都属于一般水平，不难吃也不惊艳。
R000203,2024-05-15,5.0,20,3.9,4.3,菜品口味极佳，服务员很热情，整体体验很棒。
R000305,2024-05-15,3.9,3,3.7,3.2,味道中规中矩，服务态度一般般。
R000358,2024-05-15,3.4,12,2.0,3.8,普通的一餐，没有特别惊喜的地方。
R000376,2024-05-15,3.3,26,2.3,2.4,整体感觉一般，可能不会特意再来。
R000398,2024-05-15,4.1,27,4.6,3.3,慕名而来，果然名不虚传，味道和服务都很好。
R000411,2024-05-15,4.2,28,3.3,3.4,今天用餐很愉快，菜品美味，服务周到。
R000504,2024-05-15,4.2,12,3.5,3.5,服务员很专业，菜品也很美味，点赞！
R000970,2024-05-15,3.2,13,3.0,2.8,普通的一餐，没有特别惊喜的地方。
R000996,2024-05-15,3.4,21,3.1,2.5,勉强及格吧，各方面都很普通。
R001199,2024-05-15,4.6,19,1.8,3.4,今天用餐很愉快，菜品美味，服务周到。
R001358,2024-05-15,4.3,13,3.3,3.3,特别喜欢他们家的菜，每次来都很满意。
R001475,2024-05-15,3.1,22,3.2,3.3,整体感觉一般，可能不会特意再来。
R000081,2024-05-16,4.2,16,3.7,3.4,慕名而来，果然名不虚传，味道和服务都很好。
R000155,2024-05-16,4.4,17,2.8,4.0,菜品口味极佳，服务员很热情，整体体验很棒。
R000470,2024-05-16,3.0,24,2.8,4.0,菜品和服务都属于一般水平，不难吃也不惊艳。
R001007,2024-05-16,4.3,38,2.3,3.2,很满意的一次用餐体验，味道赞，服务棒。
R001098,2024-05-16,2.3,16,1.8,2.3,性价比很低，不值得来。
R001146,2024-05-16,4.4,8,1.9,2.4,很满意的一次用餐体验，味道赞，服务棒。
R000106,2024-05-17,5.0,7,3.6,3.4,他们家的菜真的很合我口味，服务也到位。
R000818,2024-05-17,4.5,10,3.6,3.7,强烈推荐这家餐厅，味道好，服务一流！
R001043,2024-05-17,5.0,13,3.0,4.7,味道非常棒，服务态度也很好，下次还会再来！
R000094,2024-05-18,3.2,22,3.2,1.9,普通的餐厅，没有太多特色。
R000811,2024-05-18,4.1,12,2.6,3.1,朋友推荐来的，果然没失望，味道和服务都满分！
R000881,2024-05-18,5.0,7,4.1,3.6,朋友推荐来的，果然没失望，味道和服务都满分！
R000403,2024-05-19,3.5,24,3.3,2.8,菜品和服务都还过得去，性价比一般。
R000653,2024-05-19,3.6,15,3.3,3.6,普通的一餐，没有特别惊喜的地方。
R000694,2024-05-19,5.0,4,4.1,3.3,朋友推荐来的，果然没失望，味道和服务都满分！
R001023,2024-05-19,3.7,17,2.3,3.8,勉强及格吧，各方面都很普通。
R001128,2024-05-19,3.4,20,3.7,3.6,普通的一餐，没有特别惊喜的地方。
R001339,2024-05-19,3.0,32,2.0,2.5,菜品口味还行，服务态度马马虎虎。
R000004,2024-05-20,4.9,14,4.8,4.2,菜品口味极佳，服务员很热情，整体体验很棒。
R000647,2024-05-20,2.5,3,1.8,2.0,整体体验很差，味道和服务都不行。
R000911,2024-05-20,2.9,21,2.3,2.9,普通的餐厅，没有太多特色。
R001297,2024-05-20,4.3,19,3.2,5.0,今天点的菜都很好吃，服务员也很贴心。
R000419,2024-05-21,5.0,13,3.2,4.8,今天用餐很愉快，菜品美味，服务周到。
R000642,2024-05-21,5.0,15,3.8,4.3,口味正宗，服务热情，是我喜欢的餐厅。
R000843,2024-05-21,3.5,18,3.1,1.8,勉强及格吧，各方面都很普通。
R000895,2024-05-21,4.8,14,3.7,3.2,环境不错，菜品精致，服务员很有耐心。
R001142,2024-05-21,5.0,13,4.7,3.7,味道非常棒，服务态度也很好，下次还会再来！
R001431,2024-05-21,4.0,21,2.5,3.0,特别喜欢他们家的菜，每次来都很满意。
R001458,2024-05-21,4.6,13,2.7,3.9,强烈推荐这家餐厅，味道好，服务一流！
R000031,2024-05-22,3.0,16,1.6,3.2,菜品口味还行，服务态度马马虎虎。
R000037,2024-05-22,4.3,19,3.1,3.6,很满意的一次用餐体验，味道赞，服务棒。
R000072,2024-05-22,5.0,4,4.8,3.8,美食与服务兼具，值得推荐给大家！
R000243,2024-05-22,4.8,15,2.6,3.6,朋友推荐来的，果然没失望，味道和服务都满分！
R000281,2024-05-22,4.6,3,2.8,3.6,菜品口味极佳，服务员很热情，整体体验很棒。
R000489,2024-05-22,5.0,9,3.4,4.1,朋友推荐来的，果然没失望，味道和服务都满分！
R000491,2024-05-22,3.8,21,3.0,2.1,味道中规中矩，服务态度一般般。
R000729,2024-05-22,3.7,3,2.3,3.5,勉强及格吧，各方面都很普通。
R000822,2024-05-22,5.0,21,4.0,3.3,今天用餐很愉快，菜品美味，服务周到。
R001051,2024-05-22,4.3,3,2.5,2.5,今天用餐很愉快，菜品美味，服务周到。
R000840,2024-05-23,4.0,9,2.9,3.8,味道还可以，服务一般，整体中规中矩吧。
R001414,2024-05-23,4.9,21,2.7,4.2,强烈推荐这家餐厅，味道好，服务一流！
R000404,2024-05-24,4.1,17,3.2,3.2,味道非常棒，服务态度也很好，下次还会再来！
R000899,2024-05-24,4.9,16,4.1,2.8,强烈推荐这家餐厅，味道好，服务一流！
R000990,2024-05-24,4.5,3,2.8,3.2,朋友推荐来的，果然没失望，味道和服务都满分！
R001148,2024-05-24,2.5,3,2.3,3.6,菜品口味还行，服务态度马马虎虎。
R000382,2024-05-25,2.6,27,3.5,3.9,味道中规中矩，服务态度一般般。
R000578,2024-05-25,4.0,24,3.3,4.4,菜品口味还行，服务态度马马虎虎。
R000923,2024-05-25,4.3,13,3.1,4.0,朋友推荐来的，果然没失望，味道和服务都满分！
R000307,2024-05-26,4.7,17,4.2,3.6,美食与服务兼具，值得推荐给大家！
R000561,2024-05-26,3.9,21,3.5,3.4,菜品口味还行，服务态度马马虎虎。
R000651,2024-05-26,5.0,13,4.1,5.0,美食与服务兼具，值得推荐给大家！
R001304,2024-05-26,3.9,6,3.1,4.1,菜品和服务都还过得去，性价比一般。
R000988,2024-05-27,5.0,14,3.4,4.1,今天点的菜都很好吃，服务员也很贴心。
